School,Type,Date,City,State,Time,Latitude,Longitude
Edison High School,High,2019-11-08,Stockton,CA,9:45 PM,37.9577016,-121.290779
Robert L. Thornton Elementary School,Elementary,2019-11-08,Dallas,TX,8:00 PM,32.7762719,-96.7968559
Achievement Academy,High,2019-11-11,Baltimore,MD,2:00 PM,39.2908816,-76.610759
Esteban Torres High School,High,2019-11-13,Los Angeles,CA,9:00 AM,34.0536909,-118.242766
Saugus High School,High,2019-11-14,Santa Clarita,CA,07:38:00,34.4127963,-118.5538088
Pleasantville High School,High,2019-11-15,Pleasantville,NJ,9:30 PM,39.3898388,-74.5240422
Rich Central High School,High,2019-11-21,Olympia Fields,IL,3:00 PM,41.5164045,-87.70289568910842
Searles Elementary School,Elementary,2019-11-24,Union City,CA,01:26:00,37.5872576,-122.0215737
Catalyst Circle Rock Charter School,Elementary,2019-11-25,Chicago,IL,8:00 AM,41.8755616,-87.6244212
Sarah J. Anderson Elementary School,Elementary,2019-11-26,Vancouver,WA,3:20 PM,45.6306954,-122.6744557
Mountain Brook High School,High,2019-12-01,Mountain Brook,AL,4:00 AM,33.5019459,-86.7556834
Waukesha South High School,High,2019-12-02,Waukesha,WI,10:07:00,43.0116784,-88.2314813
Oshkosh West High School,High,2019-12-03,Oshkosh,WI,9:12 AM,44.0206919,-88.5408574
Thomas Jefferson Middle School,Middle,2019-12-03,Madison,WI,3:30 PM,43.074761,-89.3837613
Picacho Middle School,High,2019-12-04,Las Cruces,NM,1:37 PM,32.3140354,-106.779807
Decatur High School,High,2019-12-10,Decatur,AL,8:20 AM,34.6060203,-86.9838165
J C Harmon High School,High,2019-12-10,Kansas City,KS,2:00 PM,39.1134562,-94.626497
Sacred Heart School,K-8,2019-12-10,Jersey City,NJ,12:30 PM,40.7215682,-74.047455
Chase Middle School,Middle,2019-12-11,Topeka,KS,3:15 PM,39.049011,-95.677556
Evans Elementary School,Elementary,2019-12-11,Evansville,IN,3:00 PM,37.970495,-87.5715641
Maury High School,High,2019-12-13,Norfolk,VA,12:15 PM,36.8448348,-76.2863999
Catholic Academy of New Haven,K-8,2019-12-16,New Haven,CT,9:00 AM,41.3082138,-72.9250518
Lely High School,High,2019-12-19,Naples,FL,8:29 PM,26.1421976,-81.7942944
West St. John Elementary School,Elementary,2019-12-21,St. John the Baptist Parish,LA,11:30 PM,30.118062,-90.504484
Mason-Clark Middle School,Middle,2019-12-28,St. Louis,MO,8:00 PM,38.6280278,-90.1910154
Southridge High School,High,2020-01-07,Kennewick,WA,,46.2087066,-119.119919
Glades Central Community High School,High,2020-01-08,Belle Glade,FL,1:00 PM,26.6845104,-80.6675577
McWillie Elementary School,Middle,2020-01-10,Jackson,MS,7:00 AM,32.2998686,-90.1830408
Ellis Davis Field House,High,2020-01-11,Dallas,TX,9:10 PM,32.7762719,-96.7968559
Bellaire High School,High,2020-01-14,Houston,TX,4:00 PM,29.7589382,-95.3676974
Poteet High School,High,2020-01-14,Mesquite,TX,8:20 PM,32.7666103,-96.599472
Cane Bay High School,High,2020-01-17,Summerville,SC,11:00 AM,33.0186699,-80.1762704
Three Fires Elementary School,Elementary,2020-01-17,Howell,MI,3:15 PM,42.6072552,-83.9293952
North Crowley Ninth Grade Campus,High,2020-01-19,Fort Worth,TX,7:00 PM,32.753177,-97.3327459
Lindblom Math & Science Academy High School,High,2020-01-21,Chicago,IL,6:30 PM,41.8755616,-87.6244212
Park Middle School,Middle,2020-01-21,Lincoln,NE,5:45 PM,40.8088861,-96.7077751
Oxnard's Christa McAuliffe Elementary School,Elementary,2020-01-23,Oxnard,CA,11:30 AM,34.1976308,-119.180381
Robertson Elementary School,Elementary,2020-01-27,Yakima,WA,3:30 PM,46.601557,-120.510842
Lufkin Middle School,High,2020-01-28,Lufkin,TX,8:30 PM,31.3386242,-94.7288558
Martin Van Buren High School,High,2020-01-28,Queens,NY,2:45 PM,40.7135078,-73.8283132
White Station High School,High,2020-01-28,Memphis,TN,,35.1460249,-90.0517638
Deer Valley High School,High,2020-01-31,Antioch,CA,8:45 PM,38.0049214,-121.805789
Hicks Elementary School,Elementary,2020-02-01,Houston,TX,,29.7589382,-95.3676974
George Washington Carver Elementary School,Elementary,2020-02-03,Jacksonville,FL,5:30 PM,30.3321838,-81.655651
Beau Chene High School,High,2020-02-04,Arnaudville,LA,6:00 PM,30.3976485,-91.9316052
Second Start Alternative High School,High,2020-02-05,Concord,NH,10:00:00,43.207178,-71.537476
Johnson-Wabash Elementary School,Elementary,2020-02-12,Ferguson,MO,08:00:00,38.744707,-90.3038975
Dunbar High School,High,2020-02-15,Washington,DC,6:00 PM,4.6529539,-74.0835643
Cesar Chavez Community School,Other,2020-02-21,Albuquerque,NM,11:20 AM,35.0841034,-106.650985
North Forney High School,High,2020-03-02,Forney,TX,11:00 AM,32.747893,-96.4719289
Sagemont School,K-12,2020-03-05,Weston,FL,12:20 PM,26.1003392,-80.399513
Shenango Area Schools (bus),Elementary,2020-03-10,New Castle,PA,08:43:00,40.9999202,-80.3471856
Pine View Elementary,Elementary,2020-03-13,Rockwood,TN,,35.8656284,-84.68494
Atascocita High School,High,2020-03-15,Humble,TX,10:45 AM,29.9988312,-95.2621553
Booker T. Washington High School,High,2020-03-18,Shreveport,LA,11:00 PM,32.5135356,-93.7477839
Roy Shelling Elementary School,Elementary,2020-03-24,Monroe,LA,4:12 PM,32.5102427,-92.1032411
Narvie J. Harris Elementary School,Elementary,2020-03-30,Stonecrest,GA,9:40 PM,33.6831296,-84.1358505
Morton Middle School,Middle,2020-04-13,Omaha,NE,10:15 AM,41.2587459,-95.9383758
Abbotts Creek Elementary School,Elementary,2020-04-19,Raleigh,NC,02:00:00,35.7803977,-78.6390989
Golden West High School,High,2020-05-05,Visalia,CA,23:15:00,36.3302284,-119.292058
Stuart W Cramer High School,High,2020-05-15,Cramerton,NC,,35.2387504,-81.0750757
West Gate Elementary School,Elementary,2020-05-19,Manassas,VA,2:40 PM,38.7509488,-77.4752667
Miles Elementary School,Elementary,2020-05-22,Cleveland,OH,1:30 AM,41.4996574,-81.6936772
O Rourke Elementary School,Elementary,2020-05-25,Mobile,AL,1:30 AM,30.6913462,-88.0437509
Luis Munoz Marin Middle School,Middle,2020-05-27,Cleveland,OH,11:30 PM,41.4996574,-81.6936772
Garfield Elementary School,Elementary,2020-06-03,Davenport,IA,12:55 PM,41.5235808,-90.5770967
Touissant Louverture Elementary School,Elementary,2020-06-16,Miami,FL,11:15 PM,25.7741728,-80.19362
Joyce Kilmer School 69,Elementary,2020-06-18,Indianapolis,IN,1:30 AM,39.7683331,-86.1583502
Columbus East High School,High,2020-06-21,Columbus,IN,5:30 AM,39.2014405,-85.9213796
Halifax County Middle School,Middle,2020-06-27,South Boston,VA,10:00 PM,36.6987494,-78.9013987
Lakota Career Readiness Academy,K-12,2020-06-30,West Chester Township,OH,,39.3357398,-84.41557411264533
Frost Elementary School,Elementary,2020-07-01,Prospect Heights,IL,4:35 PM,42.0953049,-87.9375694
Lake Hills Elementary School,Elementary,2020-07-04,Michigan City,IN,,41.7075394,-86.8950297
Willow Woods Elementary School,Elementary,2020-07-14,Detroit,MI,,42.3315509,-83.0466403
Brookdale Elementary School,Elementary,2020-07-21,Orangeburg,SC,9:00 PM,33.4918203,-80.8556476
Canyon del Oro High School,High,2020-07-27,Oro Valley,AZ,16:00:00,32.4000525,-110.955317
Collinsville High School,High,2020-07-29,Collinsville,IL,21:14:00,38.6703267,-89.9845476
Kelly Elementary School,Elementary,2020-08-04,Pittsburg,PA,12:15:00,40.4416941,-79.9900861
Aberdeen K-8 School,K-8,2020-08-17,Grand Rapids,MI,16:30:00,42.9632425,-85.6678639
West Middle School,Middle,2020-08-25,Columbia,MO,03:30:00,38.951883,-92.3337366
L.O. Donald Leadership Academy,Elementary,2020-08-30,Dallas,TX,22:00:00,32.7762719,-96.7968559
Dougherty Comprehensive High School,High,2020-09-03,Albany,GA,08:15:00,31.5782062,-84.1556809
Lone Star Elementary School,Elementary,2020-09-03,Jacksonville,FL,23:45:00,30.3321838,-81.655651
Southmayd Elementary School,Elementary,2020-09-09,Houston,TX,21:50:00,29.7589382,-95.3676974
West Bradford Elementary School,Elementary,2020-09-09,West Bradford Township,PA,18:35:00,39.9602669,-75.71405538077394
Saint Francis DeSales High School,High,2020-09-10,Columbus,OH,15:45:00,39.9622601,-83.0007065
Peoria Public Schools Bus,,2020-09-14,Peoria,IL,13:45:00,40.6938609,-89.5891008
Artondale Elementary School,Elementary,2020-09-15,Gig Harbor,WA,08:30:00,47.3259697,-122.5878659
Viewmont High School,High,2020-09-15,Bountiful,UT,22:27:00,40.8894611,-111.8804817
York County School Bus,,2020-09-15,Rock Hill,SC,14:45:00,34.9248667,-81.0250784
Sonora High School,High,2020-09-16,Sonora,CA,23:46:00,37.985304,-120.3835349
Dr. Martin Luther King Jr. Elementary School,Elementary,2020-09-17,Portland,OR,21:37:00,45.5202471,-122.674194
Ellet High School,High,2020-09-17,Akron,OH,20:00:00,41.083064,-81.518485
Winburn Middle School,Middle,2020-09-18,Lexington,KY,20:30:00,38.0464066,-84.4970393
Krouzian Zekarian Vasbouragan Armenian School,K-8,2020-09-19,San Francisco,CA,14:25:00,37.7792588,-122.4193286
Liberty Elementary School,Elementary,2020-09-20,Salt Lake City,UT,16:00:00,40.7596198,-111.886797
Pleasant Hill Elementary School,Elementary,2020-09-21,Pleasant Hill,CA,,37.9479786,-122.0607963
Highlands Middle School,Middle,2020-09-23,Jacksonville,FL,16:30:00,30.3321838,-81.655651
William Tennent High School,High,2020-09-23,Warminster,PA,16:55:00,40.2067751,-75.0996159
McClernand Elementary School,Elementary,2020-09-24,Springfield,IL,12:33:00,39.7990175,-89.6439575
Walt Hanline Middle School,Middle,2020-09-24,Ceres,CA,,37.5949316,-120.9577098
Haledon Public School,K-8,2020-09-25,Haledon,NJ,19:08:00,40.935654,-74.186256
Rock Island Academy,Elementary,2020-09-25,Rock Island,IL,23:00:00,41.5095446,-90.5792031
East Rock Community Magnet School,K-8,2020-09-28,New Haven,CT,06:13:00,41.3082138,-72.9250518
Dymally High School,High,2020-09-30,Los Angeles,CA,,34.0536909,-118.242766
Marple-Newtown School Bus,,2020-10-02,Exton,PA,,40.0289955,-75.6207651
Adam’s Elementary School,Elementary,2020-10-04,Lincoln,NE,,40.8088861,-96.7077751
KIPP Delta Elementary School,Elementary,2020-10-05,West Helena,AR,15:00:00,34.5506573,-90.6417741
Southridge Junior High,High,2020-10-05,Moore,OK,,35.3383254,-97.4867045
Jean Ribault High School,High,2020-10-09,Jacksonville,FL,14:00:00,30.3321838,-81.655651
North Dallas High School,High,2020-10-12,Dallas,TX,,32.7762719,-96.7968559
Shakopee High School,High,2020-10-12,Shakopee,MN,17:30:00,44.7980186,-93.5268986
Rhode Island School for the Deaf ,K-12,2020-10-13,Providence,RI,16:30:00,41.8239891,-71.4128343
Bradford Area School District,,2020-10-14,Bradford,PA,,41.9559613,-78.6475883
Washington Elementary School,Elementary,2020-10-14,Sunnyside,WA,10:40:00,48.7312225,-122.3154404
Seneca High School,High,2020-10-18,Louisville,KY,13:26:00,38.2542376,-85.759407
Jack Robey Junior High School,Junior High,2020-10-20,Pine Bluff,AR,21:15:00,34.2157064,-92.0140402
Stillwater Elementary School,Elementary,2020-10-24,Stamford,CT,23:36:00,41.0534302,-73.5387341
Riverdale High School,High,2020-10-26,Riverdale,GA,17:22:00,33.5726113,-84.4132594
Rochester Prep Charter School,K-12,2020-10-28,Rochester,NY,17:00:00,43.157285,-77.615214
Lawton Chiles Middle School,Middle,2020-10-29,Miramar,FL,23:15:00,25.9873137,-80.2322706
Erie High School,High,2020-11-02,Erie,CO,00:05:00,42.1294712,-80.0852695
Khalsa Montessori Charter,Elementary,2020-11-06,Tuscon,AZ,10:00:00,34.255149,-111.62621
Terre Haute South Vigo High School,High,2020-11-08,Terre Haute,IN,16:39:00,39.4667025,-87.4139119
Baldwin Elementary School,Elementary,2020-11-09,La Puente,CA,,34.0280619,-117.953097
Collins Elementary School,Elementary,2020-11-09,Houston,TX,,29.7589382,-95.3676974
Cesar Chavez Middle School,Middle,2020-11-12,Union City,CA,17:35:00,37.5872576,-122.0215737
Nativity School of Harrisburg,Middle,2020-11-12,Harrisburg,PA,17:30:00,40.2663107,-76.8861122
Lincoln Elementary School,Elementary,2020-11-13,Leland,NC,14:15:00,34.236434,-78.0040029
Winridge Elementary School,Elementary,2020-11-16,Memphis,TN,,35.1460249,-90.0517638
Great Falls High School,High,2020-11-17,Great Falls,MT,18:55:00,47.5048851,-111.29189
Weatherford High School,High,2020-11-17,Weatherford,TX,14:00:00,32.7461324,-97.82949164473007
Abe Hubert Elementary School,Elementary,2020-11-25,Garden City,KS,12:45:00,37.9716898,-100.8726618
Hendersonville Middle School,Middle,2020-11-25,Hendersonville,NC,07:45:00,35.3187279,-82.4609528
East Chicago Academy of Visual and Performing Arts,High,2020-12-06,Chicago,IL,,41.8755616,-87.6244212
Tabb Middle School,Middle,2020-12-11,Yorktown,VA,16:38:00,37.2378875,-76.5080633
Dubois Elementary School,Elementary,2020-12-16,Chicago,IL,23:30:00,41.8755616,-87.6244212
Youth Under Construction Youth Center,High,2020-12-25,Pompano Beach,FL,23:00:00,26.2378597,-80.1247667
Rogers High School,High,2020-12-29,Spokane,WA,17:30:00,47.6571934,-117.42351
Perth Bible Church and Christian Academy,6-12,2021-01-04,Johnstown,NY,,43.0488869,-74.3990456
Southeast High School,High,2021-01-10,Springfield,IL,15:17:00,39.7990175,-89.6439575
Highland Elementary School,Elementary,2021-01-14,Wheaton,MD,05:40:00,39.0398314,-77.0552555
Eastmoor Academy,High,2021-01-21,Columbus,OH,19:30:00,39.9622601,-83.0007065
Lower Elementary School,Elementary,2021-01-21,Grove,OK,15:00:00,36.5898616,-94.7685084
Hattiesburg High School,High,2021-01-27,Hattiesburg,MS,08:00:00,31.3271189,-89.2903392
Holly Hill School,K-8,2021-01-27,Holly Hill,FL,,29.2435916,-81.0375555
Muslim American Youth Academy,K-8,2021-02-01,Dearborn,MI,23:00:00,42.3222599,-83.1763145
Benjamin Stoddert Middle School,Middle,2021-02-05,Marlow Heights,MD,17:00:00,38.8234836,-76.9498814
School Bus,,2021-02-08,Grand Rapids,MI,15:57:00,42.9632425,-85.6678639
Forest Oak Middle School,Middle,2021-02-10,Fort Worth,TX,00:30:00,32.753177,-97.3327459
School Number 15,Elementary,2021-02-10,Paterson,NJ,01:51:00,40.9167654,-74.171811
St. Martinville Head Start Center,Other,2021-02-10,St. Martinville,LA,12:04:00,30.1252011,-91.8334498
Roosevelt High School,High,2021-02-14,Minneapolis,MN,22:30:00,44.9772995,-93.2654692
Third Creek Elementary School,Elementary,2021-02-16,Statesville,NC,08:00:00,35.7826363,-80.8872959
Christenberry Elementary School,Elementary,2021-02-17,Knoxville,TN,14:45:00,35.9603948,-83.9210261
Lincoln Middle School,Middle,2021-02-19,Rockford,IL,12:50:00,42.2713945,-89.093966
Houston Elementary School,Elementary,2021-02-22,Visalia,CA,04:00:00,36.3302284,-119.292058
Garfield Elementary School,Elementary,2021-02-24,Yakima,WA,12:10:00,46.601557,-120.510842
George Washington Carver High School,High,2021-02-26,New Orleans,LA,18:15:00,29.9759983,-90.0782127
Watson Chapel Junior High,Junior High,2021-03-01,Pine Bluff,AR,09:59:00,34.2157064,-92.0140402
Chesterfield Elementary School,Elementary,2021-03-08,Chesterfield,SC,13:30:00,34.735989,-80.0881194
Bishop Hartley High School,High,2021-03-09,Columbus,OH,20:50:00,39.9622601,-83.0007065
Sarah Moore Greene Elementary,Elementary,2021-03-09,Knoxville,TN,13:30:00,35.9603948,-83.9210261
Cincinnati College Preparatory Academy,K-12,2021-03-11,Cincinnati,OH,08:00:00,39.1014537,-84.5124602
Lee Elementary School,Elementary,2021-03-13,Abilene,TX,21:00:00,32.44645,-99.7475905
Merrillville High School,High,2021-03-15,Merrillville,IN,00:15:00,41.4828144,-87.3328139
Greenwood Elementary School,Elementary,2021-03-18,Louisville,KY,12:44:00,38.2542376,-85.759407
Spring Mills Middle School,Middle,2021-03-19,Martinsburg,WV,15:00:00,39.4562528,-77.9639604
Four Corners Elementary School,Elementary,2021-03-24,Salem,OR,16:20:00,44.9391565,-123.033121
Castlio Elementary School,Elementary,2021-03-26,St Charles,MO,02:00:00,38.783855,-90.481677
Peabody Elementary School,Elementary,2021-03-27,Cambridge,MA,00:40:00,42.3655767,-71.1040018
Cleveland High School,High,2021-04-01,Cleveland,OK,,36.3099921,-96.4641953
Selma High School,High,2021-04-01,Selma,AL,13:00:00,32.4078632,-87.0207473
Back of the Yards College Prep High School,High,2021-04-06,Chicago,IL,14:00:00,41.8755616,-87.6244212
Peoria High School,High,2021-04-07,Peoria,IL,10:00:00,40.6938609,-89.5891008
Bishop Noll Institute,High,2021-04-11,Hammond,IN,21:20:00,41.6173959,-87.5220108
Austin-East Magnet High School,High,2021-04-12,Knoxville,TN,15:15:00,35.9603948,-83.9210261
San Diego High School,High,2021-04-12,San Diego,CA,20:45:00,32.7174202,-117.162772
Maury County Public Schools Bus No. 50,,2021-04-13,Columbia,TN,16:00:00,35.6148165,-87.0338464
Westwood Elementary School,Elementary,2021-04-18,Dayton,OH,16:15:00,39.7589478,-84.1916069
Harker Heights High School,High,2021-04-20,Harker Heights,TX,23:09:00,31.0746347,-97.6590473
Plymouth Middle School,Middle,2021-04-26,Plymouth,MN,08:44:00,45.0065149,-93.46651
La Petite Academy,Other,2021-04-27,Memphis,TN,16:00:00,35.1460249,-90.0517638
Smyrna Middle School,Middle,2021-04-27,Smyrna,DE,22:25:00,39.2998339,-75.6046494
Urban Dove Charter School,High,2021-04-29,Brooklyn,NY,14:45:00,40.6526006,-73.9497211
Victor Valley High School,High,2021-04-29,Victorville,CA,12:07:00,34.5361067,-117.2911565
Mary Castle Elementary School,Elementary,2021-04-30,Indianapolis,IN,13:00:00,39.7683331,-86.1583502
Benjamin E Mays School,Elementary,2021-05-01,St. Paul,MN,23:34:00,44.9497487,-93.0931028
Chicago Bulls College Prep High School,High,2021-05-02,Chicago,IL,23:10:00,41.8755616,-87.6244212
Crossroads Alternative High,High,2021-05-05,Cutlerville,MI,14:00:00,42.8408622,-85.663638
Ware Shoals High School,High,2021-05-05,Ware Shoals,SC,08:05:00,34.3983739,-82.2467121
Forest Lake Elementary,Elementary,2021-05-06,Columbia,SC,07:00:00,34.0003117,-81.0331309
Rigby Middle School,Middle,2021-05-06,Rigby,ID,09:15:00,43.6751937,-111.918002
P.S. 178 Saint Clair Mckelway Grade School,K-8,2021-05-11,Brooklyn,NY,17:02:00,40.6526006,-73.9497211
Verbum Dei High School,High,2021-05-11,Los Angeles,CA,15:00:00,34.0536909,-118.242766
San Mateo High School,High,2021-05-14,San Mateo,CA,21:00:00,37.5629997,-122.3253265
Aurora Collegiate Academy,Elementary,2021-05-17,Memphis,TN,07:45:00,35.1460249,-90.0517638
Brown Middle School,Middle,2021-05-17,El Paso,TX,,31.7550511,-106.488234
Long Reach High School,High,2021-05-17,Columbia,MD,09:25:00,39.2156213,-76.8582049
Paterson School 6,Elementary,2021-05-25,Paterson,NJ,,40.9167654,-74.171811
Lincoln Park High School,High,2021-06-01,Chicago,IL,19:30:00,41.8755616,-87.6244212
Dr. Charles R. Drew Elementary School,Elementary,2021-06-06,Arlington,VA,02:17:00,38.8903961,-77.0841585
Eastern Hills High School,High,2021-06-07,Fort Worth,TX,17:20:00,32.753177,-97.3327459
Hazel Grove Elementary,Elementary,2021-06-08,Kansas City,KS,12:00:00,39.1134562,-94.626497
Musser Elementary School,Elementary,2021-06-08,Sharon,PA,20:42:00,41.2331116,-80.4934035
North Forest High School,High,2021-06-09,Houston,TX,10:20:00,29.7589382,-95.3676974
William Fleming High School,High,2021-06-09,Roanoke,VA,14:00:00,37.270973,-79.9414313
Holy Cross High School,High,2021-06-10,Waterbury,CT,06:00:00,41.5538091,-73.0438362
McCluer North High School,High,2021-06-12,Florissant,MO,01:00:00,38.7919683,-90.3227803
Park Elementary School,Elementary,2021-06-13,Columbia,PA,08:00:00,40.032089,-76.5016402
William Dick School,K-8,2021-06-13,Philadelphia,PA,23:30:00,39.9527237,-75.1635262
Eastern Hills High School,High,2021-06-14,Fort Worth,TX,19:30:00,32.753177,-97.3327459
R.J. Reynolds High School,High,2021-06-14,Winston-Salem,NC,15:55:00,36.0998131,-80.2440518
Rowland Middle School,Middle,2021-06-14,Rowland,NC,18:00:00,34.5365518,-79.2914306
Modesto Christian School,K-12,2021-06-20,Modesto,CA,06:30:00,37.6390972,-120.996878
Abraham Lincoln Middle School,Middle,2021-06-24,Rockford,IL,19:35:00,42.2713945,-89.093966
Slater Elementary School,Elementary,2021-06-28,Fresno,CA,09:00:00,36.7394421,-119.78483
Dr. Louis A. Cerulli School No. 34,High,2021-07-04,Rochester,NY,01:00:00,43.157285,-77.615214
Benito Juarez Community Academy,High,2021-07-08,Chicago,IL,12:09:00,41.8755616,-87.6244212
Campus High School,High,2021-07-09,Wichita,KS,15:00:00,37.6922361,-97.3375448
Forest Park Elementary,Elementary,2021-07-18,Little Rock,AL,18:01:00,31.1146218,-87.388869
Caldwell High School,High,2021-07-19,Caldwell,TX,13:01:00,33.7659165,-101.9576725
Theodore Herzl Elementary School,Elementary,2021-07-21,Chicago,IL,18:05:00,41.8755616,-87.6244212
Tyee High School,High,2021-07-27,SeaTac,WA,21:18:00,47.4449086,-122.283084
Burns Middle School,Middle,2021-08-04,Mobile,AL,03:06:00,30.6913462,-88.0437509
Chapel Hill Middle School,Middle,2021-08-05,Douglasville,GA,,33.7514966,-84.7477136
St. Francis de Sales school,K-8,2021-08-06,Houma,LA,13:00:00,29.5957696,-90.7195348
Gilbert Heights Elementary School,Elementary,2021-08-07,Portland,OR,,45.5202471,-122.674194
East Linden Elementary School,Elementary,2021-08-10,Columbus,OH,17:12:00,39.9622601,-83.0007065
Mark Twain Elementary School,Elementary,2021-08-11,Colorado Springs,CO,01:00:00,38.8339578,-104.825348
Oakland Tech High School,High,2021-08-11,Oakland,CA,15:30:00,37.8044557,-122.271356
Lithonia High School,High,2021-08-12,Lithonia,GA,15:00:00,33.7123305,-84.1051939
North Mountain Middle School,Middle,2021-08-12,San Jacinto,CA,07:11:00,33.7839664,-116.9589086
Campbell High SChool,High,2021-08-13,Smyrna,GA,21:15:00,33.883887,-84.5147454
Washington Middle School,Middle,2021-08-13,Albuquerque,NM,12:45:00,35.0841034,-106.650985
Darlington County School District Buses,,2021-08-14,Hartsville,SC,,34.3740431,-80.0734005
Mary E. McDowell Elementary School,Elementary,2021-08-14,Chicago,IL,16:38:00,41.8755616,-87.6244212
Rosa Park Elementary School,Elementary,2021-08-15,Dale City,VA,18:25:00,38.645601,-77.3364973
Yeshiva Toras Chaim High School,High,2021-08-17,Denver,CO,23:35:00,39.7392364,-104.984862
Orangeburg-Wilkinson High School,High,2021-08-18,Orangeburg,SC,16:00:00,33.4918203,-80.8556476
Central High-Bullard High,High,2021-08-20,Fresno,CA,22:05:00,36.7394421,-119.78483
Miller Park Elementary,Elementary,2021-08-20,Omaha,NE,02:30:00,41.2587459,-95.9383758
West Middle School,Middle,2021-08-22,Rockford,IL,14:00:00,42.2713945,-89.093966
Aki Kurose Middle School,Middle,2021-08-26,Seattle,WA,18:30:00,47.6038321,-122.330062
Hauppauge Middle School,Middle,2021-08-26,Hauppauge,NY,11:45:00,40.8256537,-73.2026138
Northpointe Academy Elementary School,Elementary,2021-08-26,Toledo,OH,19:05:00,41.6529143,-83.5378173
Academy Park High School,High,2021-08-27,Sharon Hill,PA,21:00:00,39.9063027,-75.2721402
Apollo High School,High,2021-08-27,Owensboro,KY,21:40:00,37.7742152,-87.1133304
Edmunds Middle School,Middle,2021-08-27,Burlington,VT,,44.4761601,-73.212906
Freedom High School,High,2021-08-27,Woodbridge,VA,21:10:00,38.6581723,-77.2497049
Hammond Central High School,High,2021-08-27,Hammond,IN,14:25:00,41.6173959,-87.5220108
Santa Maria High School,High,2021-08-28,Santa Maria,CA,16:00:00,34.9531295,-120.435857
New Hanover High School,High,2021-08-30,Wilmington,NC,11:24:00,34.2257282,-77.9447107
New Town High School,High,2021-08-30,Owings Mills,MD,15:00:00,39.4105423,-76.7916963
Okeeheelee Middle School,Middle,2021-08-30,West Palm Beach,FL,14:30:00,26.715364,-80.0532942
West Side High School,High,2021-08-30,Newark,NJ,20:30:00,40.735657,-74.1723667
Frazier International Magnet School,Elementary,2021-09-01,Chicago,IL,05:15:00,41.8755616,-87.6244212
Mt. Tabor High School,High,2021-09-01,Winston-Salem,NC,12:07:00,36.0998131,-80.2440518
Albuquerque Christ Lutheran Church and School,K-8,2021-09-02,Albuquerque,NM,12:30:00,35.0841034,-106.650985
Little Rock Central High School,High,2021-09-02,Little Rock,AR,08:00:00,34.7465071,-92.2896267
Santee High School,High,2021-09-02,Los Angeles,CA,14:00:00,34.0536909,-118.242766
Santee High School,High,2021-09-02,Los Angeles,CA,14:00:00,34.0536909,-118.242766
West Side Leadership Academy,High,2021-09-02,Gary,IN,15:00:00,41.6020962,-87.3370646
Woodland High School,High,2021-09-02,Stockbridge,GA,10:30:00,33.5442781,-84.2338093
Buena Park School District Bus,,2021-09-03,Buena Park,CA,13:58:00,33.870413,-117.9962165
Desert Oasis High School,High,2021-09-03,Las Vegas,NV,21:00:00,36.1672559,-115.148516
Julius Chambers High School,High,2021-09-03,Charlotte,NC,21:30:00,35.2272086,-80.8430827
Mt. Eden High School,High,2021-09-03,Hayward,CA,09:00:00,37.6688205,-122.080796
Harrisburg High School,High,2021-09-07,Harrisburg,PA,03:00:00,40.2663107,-76.8861122
La Vergne High School,High,2021-09-07,La Vergne,TN,15:00:00,36.0156178,-86.5819394
O’Maley Innovation Middle School,Middle,2021-09-07,Gloucester,MA,02:30:00,42.6159286,-70.6619888
Centennial High School,High,2021-09-08,Champaign,IL,13:00:00,40.1164841,-88.2430932
Champaign School Bus,Elementary,2021-09-09,Champaign,IL,14:42:00,40.1164841,-88.2430932
Prairie Seeds Academy,High,2021-09-09,Brooklyn Park,MN,19:10:00,45.1004807,-93.3443585
Sheep-Harney Elementary School,Elementary,2021-09-09,Elizabeth City,NC,23:30:00,36.2956836,-76.2247697
Tri-County Education Center,6-12,2021-09-09,Ferndale,MI,14:30:00,42.4605917,-83.1346478
North Area Athletic Complex,High,2021-09-10,Arvada,CO,20:30:00,39.8005505,-105.0811573
Stratford School,Elementary,2021-09-10,Palo Alto,CA,12:28:00,37.4443293,-122.1598465
Edwards Elementary School,Elementary,2021-09-13,Chesterfield County,SC,13:30:00,34.6500578,-80.1417843
La Vergne High School,High,2021-09-14,La Vergne,TN,14:45:00,36.0156178,-86.5819394
McNair Elementary School,Elementary,2021-09-14,Hazelwood,MO,08:45:00,38.7761446,-90.3715909
Centennial High School,High,2021-09-15,Champaign,IL,13:30:00,40.1164841,-88.2430932
Mary Todd Elementary School,Elementary,2021-09-15,Lexington,KY,16:00:00,38.0464066,-84.4970393
Springfield Estates Elementary,Elementary,2021-09-15,Springfield,VA,,38.7791227,-77.1861196
Beechcroft High School,High,2021-09-16,Columbus,OH,21:53:00,39.9622601,-83.0007065
Orchard Ridge Elementary School,Elementary,2021-09-16,Madison,WI,03:00:00,43.074761,-89.3837613
Provo High School,High,2021-09-16,Provo,UT,12:37:00,40.2337289,-111.6587085
Austin-East High School,High,2021-09-17,Knoxville,TN,20:49:00,35.9603948,-83.9210261
Hermitage High School,High,2021-09-17,Henrico,VA,23:00:00,37.4957023,-77.335257
Parkland High School,High,2021-09-17,Winston-Salem,NC,16:00:00,36.0998131,-80.2440518
Swainsboro High School,High,2021-09-17,Swainsboro,GA,21:00:00,32.5973857,-82.3337376
